est,err,est_card,true_card,query_dur_ms
FT-census_12.171,1.0,1,1,27.71472930908203
FT-census_12.171,1.2258064516129032,76,62,28.003692626953125
FT-census_12.171,3.4285714285714284,7,24,27.315139770507812
FT-census_12.171,1.7398119122257054,6105,3509,28.05781364440918
FT-census_12.171,1.0,1,1,28.143644332885742
FT-census_12.171,7.0,2,14,27.913570404052734
FT-census_12.171,6.0,12,2,27.845382690429688
FT-census_12.171,1.0,1,1,28.670549392700195
FT-census_12.171,1.0,1,1,28.71108055114746
FT-census_12.171,1.0,1,1,28.03635597229004
FT-census_12.171,7.923076923076923,206,26,27.830839157104492
update-census_25.294,34.0,1,34,32.506704330444336
update-census_25.294,1.1875,19,16,30.529022216796875
update-census_25.294,1.0344827586206897,116,120,30.274391174316406
update-census_25.294,1.5,2,3,28.19228172302246
update-census_25.294,1.0,1,1,28.257369995117188
update-census_25.294,1.1103059581320451,1379,1242,27.26578712463379
update-census_25.294,1.0,1,1,27.87494659423828
update-census_25.294,1.0,1,1,27.595043182373047
update-census_25.294,1.1689548272807795,4516,5279,27.997493743896484
update-census_25.294,3.4285714285714284,49,168,27.9390811920166
update-census_25.294,1.0666666666666667,1008,945,27.327537536621094
update-census_25.294,2.0,2,1,27.790546417236328
update-census_25.294,1.5822784810126582,237,375,27.370452880859375
update-census_25.294,1.396039603960396,101,141,28.149127960205078
update-census_25.294,1.0618556701030928,97,103,27.46868133544922
update-census_25.294,1.0,1,1,28.223276138305664
update-census_25.294,1.391812865497076,476,342,29.0071964263916
update-census_25.294,1.0,1,1,28.519630432128906
update-census_25.294,1.095771144278607,881,804,27.457237243652344
update-census_25.294,1.0434782608695652,138,144,27.828693389892578
update-census_25.294,1.204724409448819,254,306,28.572559356689453
update-census_25.294,1.2545454545454546,55,69,28.464317321777344
update-census_25.294,1.0,1,1,28.1069278717041
update-census_25.294,1.0,1,1,28.933286666870117
update-census_25.294,1.4416475972540046,1311,1890,28.04422378540039
update-census_25.294,2.142857142857143,7,15,28.122901916503906
update-census_25.294,1.1443298969072164,111,97,27.912378311157227
update-census_25.294,1.0749097472924187,8864,9528,28.459787368774414
update-census_25.294,1.25,4,5,28.535127639770508
update-census_25.294,1.0110957004160888,721,729,28.014421463012695
update-census_25.294,1.4782608695652173,34,23,27.45985984802246
update-census_25.294,1.0,1,1,28.293609619140625
update-census_25.294,1.086711133914828,2118,1949,27.837276458740234
update-census_25.294,1.0833333333333333,13,12,28.06377410888672
update-census_25.294,1.0789473684210527,3895,3610,27.732133865356445
update-census_25.294,1.3044982698961938,377,289,29.9530029296875
update-census_25.294,1.0741482965931863,536,499,28.369426727294922
update-census_25.294,1.0858505564387917,683,629,27.768611907958984
update-census_25.294,32.0,1,32,28.556108474731445
update-census_25.294,1.0,1,1,27.587175369262695
update-census_25.294,1.0161290322580645,63,62,27.902841567993164
update-census_25.294,1.25,30,24,27.256250381469727
update-census_25.294,1.156177924217463,3035,3509,28.047561645507812
update-census_25.294,1.0,1,1,28.127193450927734
update-census_25.294,1.1666666666666667,12,14,28.268814086914062
update-census_25.294,2.0,1,2,27.842283248901367
update-census_25.294,1.0,1,1,28.395652770996094
update-census_25.294,1.0,1,1,29.055118560791016
update-census_25.294,1.0,1,1,27.209043502807617
update-census_25.294,1.04,25,26,27.954578399658203
origin-census_11.808,34.0,1,34,32.488107681274414
origin-census_11.808,1.1875,19,16,30.135631561279297
origin-census_11.808,1.25,96,120,30.246734619140625
origin-census_11.808,1.5,2,3,28.236865997314453
origin-census_11.808,1.0,1,1,27.9541015625
origin-census_11.808,1.1553488372093024,1075,1242,27.84419059753418
origin-census_11.808,1.0,1,1,27.350664138793945
origin-census_11.808,1.0,1,1,28.194665908813477
origin-census_11.808,1.3518565941101153,3905,5279,27.883529663085938
origin-census_11.808,56.0,3,168,27.883529663085938
origin-census_11.808,1.0518518518518518,994,945,27.673721313476562
origin-census_11.808,2.0,2,1,27.81367301940918
origin-census_11.808,7.352941176470588,51,375,27.71449089050293
origin-census_11.808,1.5326086956521738,92,141,29.22511100769043
origin-census_11.808,1.116504854368932,115,103,28.138160705566406
origin-census_11.808,1.0,1,1,28.17249298095703
origin-census_11.808,1.7017543859649122,582,342,28.066635131835938
origin-census_11.808,1.0,1,1,28.07140350341797
origin-census_11.808,1.1567164179104477,930,804,27.986764907836914
origin-census_11.808,1.1805555555555556,170,144,27.78768539428711
origin-census_11.808,1.3246753246753247,231,306,28.589248657226562
origin-census_11.808,1.0454545454545454,66,69,28.162002563476562
origin-census_11.808,1.0,1,1,28.834819793701172
origin-census_11.808,1.0,1,1,28.9766788482666
origin-census_11.808,1.5776293823038396,1198,1890,28.096675872802734
origin-census_11.808,1.6666666666666667,9,15,28.204917907714844
origin-census_11.808,1.2989690721649485,126,97,28.05495262145996
origin-census_11.808,1.0949207078832452,8702,9528,28.514623641967773
origin-census_11.808,1.25,4,5,28.351545333862305
origin-census_11.808,1.4170096021947873,1033,729,27.98175811767578
origin-census_11.808,2.0,46,23,28.355121612548828
origin-census_11.808,1.0,1,1,28.309106826782227
origin-census_11.808,1.2170343766033864,2372,1949,27.938127517700195
origin-census_11.808,1.2,10,12,28.152942657470703
origin-census_11.808,1.0285318559556786,3713,3610,27.775287628173828
origin-census_11.808,1.193771626297578,345,289,30.050039291381836
origin-census_11.808,1.160320641282565,579,499,28.58138084411621
origin-census_11.808,1.1701112877583466,736,629,27.840375900268555
origin-census_11.808,32.0,1,32,28.563499450683594
origin-census_11.808,1.0,1,1,27.533531188964844
origin-census_11.808,1.032258064516129,64,62,27.941465377807617
origin-census_11.808,1.3333333333333333,32,24,27.965545654296875
origin-census_11.808,1.2029482344874871,2917,3509,28.027772903442383
origin-census_11.808,1.0,1,1,28.051376342773438
origin-census_11.808,1.0,14,14,28.532981872558594
origin-census_11.808,2.0,1,2,28.043746948242188
origin-census_11.808,1.0,1,1,28.258085250854492
origin-census_11.808,1.0,1,1,28.835296630859375
origin-census_11.808,1.0,1,1,27.198314666748047
origin-census_11.808,1.3,20,26,28.734445571899414
